name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,1340,958941037,,yes,,,,"POLYGON ((-111.912647 33.411479, -111.912647 33.411396, -111.912526 33.411396, -111.912526 33.411479, -111.912647 33.411479))",POINT (-111.9125865 33.4114375),103.5,1114.4
,1341,958941038,,yes,,,,"POLYGON ((-111.91247 33.411468, -111.91247 33.411351, -111.912406 33.411351, -111.912406 33.411307, -111.91229 33.411307, -111.91229 33.411468, -111.91247 33.411468))",POINT (-111.9123738 33.4113938),269.7,2903.1
,1342,958941039,,yes,,,,"POLYGON ((-111.912086 33.411469, -111.912243 33.411469, -111.912242 33.411363, -111.912085 33.411363, -111.912086 33.411469))",POINT (-111.912164 33.411416),171.6,1846.6
,1343,958941040,,yes,,,,"POLYGON ((-111.911885 33.411468, -111.912036 33.411468, -111.912036 33.411333, -111.911885 33.411333, -111.911885 33.411468))",POINT (-111.9119605 33.4114005),210.1,2261.9
,1344,958941041,,yes,,,,"POLYGON ((-111.911663 33.41147, -111.911841 33.41147, -111.911841 33.411354, -111.911663 33.411354, -111.911663 33.41147))",POINT (-111.911752 33.411412),212.8,2291.1
,1345,958941042,,yes,,,,"POLYGON ((-111.911539 33.411394, -111.91144 33.411394, -111.91144 33.411477, -111.911623 33.411477, -111.911623 33.411316, -111.911539 33.411316, -111.911539 33.411394))",POINT (-111.9115464 33.4114112),224.1,2412.4
,1346,958941043,,yes,,,,"POLYGON ((-111.911319 33.411363, -111.911319 33.411394, -111.911228 33.411394, -111.911228 33.411486, -111.911395 33.411486, -111.911395 33.411363, -111.911319 33.411363))",POINT (-111.9113175 33.4114318),182.7,1966.2
,1347,958941044,,yes,,,,"POLYGON ((-111.911016 33.411479, -111.911177 33.411479, -111.911177 33.411363, -111.911083 33.411363, -111.911083 33.411398, -111.911016 33.411398, -111.911016 33.411479))",POINT (-111.9111032 33.4114268),168.3,1812.1
,1348,958941045,,yes,,,,"POLYGON ((-111.910952 33.411401, -111.91078 33.411401, -111.91078 33.411486, -111.910952 33.411486, -111.910952 33.411401))",POINT (-111.910866 33.4114435),150.7,1622.2
,1349,958941046,,yes,,,,"POLYGON ((-111.912307 33.411786, -111.912194 33.411786, -111.912194 33.411853, -111.912307 33.411853, -111.912307 33.411786))",POINT (-111.9122505 33.4118195),78.0,840.1
,1350,958941047,,yes,,,,"POLYGON ((-111.912116 33.411891, -111.912116 33.41173, -111.912079 33.41173, -111.912079 33.411775, -111.911931 33.411775, -111.911931 33.411891, -111.912116 33.411891))",POINT (-111.9120288 33.4118272),238.4,2565.9
,1351,958941048,,yes,,,,"POLYGON ((-111.911893 33.411763, -111.911703 33.411763, -111.911703 33.41186, -111.911893 33.41186, -111.911893 33.411763))",POINT (-111.911798 33.4118115),190.0,2045.0
,1352,958941049,,yes,,,,"POLYGON ((-111.911657 33.411772, -111.911473 33.411771, -111.911472 33.411858, -111.911585 33.411859, -111.911585 33.411892, -111.911656 33.411893, -111.911657 33.411772))",POINT (-111.9115718 33.4118229),190.1,2046.1
,1353,958941050,,yes,,,,"POLYGON ((-111.911244 33.411857, -111.911432 33.411857, -111.911432 33.411768, -111.911244 33.411768, -111.911244 33.411857))",POINT (-111.911338 33.4118125),172.5,1856.6
,1354,958941051,,yes,,,,"POLYGON ((-111.911032 33.411864, -111.911193 33.411864, -111.911193 33.411775, -111.911032 33.411775, -111.911032 33.411864))",POINT (-111.9111125 33.4118195),147.7,1589.9
,1355,958941052,,yes,,,,"POLYGON ((-111.91096 33.411772, -111.910783 33.411772, -111.910783 33.411856, -111.910874 33.411856, -111.910874 33.411895, -111.91096 33.411895, -111.91096 33.411772))",POINT (-111.9108799 33.4118253),187.8,2021.9
,1356,958941053,,yes,,,,"POLYGON ((-111.911 33.411965, -111.911 33.412081, -111.911097 33.412081, -111.911097 33.411965, -111.911 33.411965))",POINT (-111.9110485 33.412023),116.0,1248.5
,1357,958941054,,yes,,,,"POLYGON ((-111.9117 33.412052, -111.911891 33.412052, -111.911891 33.411985, -111.9117 33.411985, -111.9117 33.412052))",POINT (-111.9117955 33.4120185),131.9,1419.9
,1358,958941055,,yes,,,,"POLYGON ((-111.912331 33.412424, -111.912331 33.412319, -111.912186 33.412319, -111.912186 33.412424, -111.912331 33.412424))",POINT (-111.9122585 33.4123715),156.9,1689.3
,1359,958941056,,yes,,,,"POLYGON ((-111.911961 33.412426, -111.912127 33.412426, -111.912127 33.412316, -111.911961 33.412316, -111.911961 33.412426))",POINT (-111.912044 33.412371),188.2,2026.1
,1360,958941057,,yes,,,,"POLYGON ((-111.911872 33.412301, -111.911738 33.412301, -111.911738 33.412439, -111.911872 33.412439, -111.911872 33.412301))",POINT (-111.911805 33.41237),190.6,2051.8
,1361,958941058,,yes,,,,"POLYGON ((-111.911647 33.412312, -111.91155 33.412312, -111.91155 33.412343, -111.911505 33.412343, -111.911505 33.412426, -111.911647 33.412426, -111.911647 33.412312))",POINT (-111.9115806 33.4123729),152.5,1641.4
,1362,958941059,,yes,,,,"POLYGON ((-111.911279 33.412437, -111.911435 33.412437, -111.911435 33.412321, -111.911279 33.412321, -111.911279 33.412437))",POINT (-111.911357 33.412379),186.5,2007.9
,1363,958941060,,yes,,,,"POLYGON ((-111.910995 33.412426, -111.911188 33.412426, -111.911188 33.412301, -111.911043 33.412301, -111.911043 33.412345, -111.910995 33.412345, -111.910995 33.412426))",POINT (-111.9110985 33.4123674),226.9,2442.5
,1364,958941061,,yes,,,,"POLYGON ((-111.910821 33.412341, -111.910821 33.412437, -111.910957 33.412437, -111.910957 33.412294, -111.910877 33.412294, -111.910877 33.412341, -111.910821 33.412341))",POINT (-111.9108953 33.412373),173.3,1865.9
,1365,958941062,,yes,,,,"POLYGON ((-111.910768 33.412256, -111.910878 33.412256, -111.910878 33.412133, -111.910769 33.412132, -111.910768 33.412256))",POINT (-111.9108232 33.4121943),139.4,1500.5
,1366,958941063,,yes,,,,"POLYGON ((-111.912336 33.412746, -111.912197 33.412746, -111.912197 33.412834, -111.912249 33.412834, -111.912249 33.412874, -111.912336 33.412874, -111.912336 33.412746))",POINT (-111.9122723 33.4128042),162.0,1743.4
,1367,958941064,,yes,,,,"POLYGON ((-111.911912 33.412871, -111.912021 33.412871, -111.912021 33.412827, -111.912091 33.412827, -111.912091 33.412737, -111.911911 33.412738, -111.911912 33.412871))",POINT (-111.9119933 33.4127976),215.3,2317.2
,1368,958941065,,yes,,,,"POLYGON ((-111.911867 33.412834, -111.911867 33.41274, -111.911722 33.41274, -111.911722 33.412834, -111.911867 33.412834))",POINT (-111.9117945 33.412787),140.5,1512.3
,1369,958941066,,yes,,,,"POLYGON ((-111.911495 33.412746, -111.911496 33.412829, -111.911575 33.412829, -111.911575 33.412862, -111.911633 33.412862, -111.911632 33.412746, -111.911495 33.412746))",POINT (-111.9115697 33.4127958),136.8,1472.2
,1370,958941067,,yes,,,,"POLYGON ((-111.911432 33.412879, -111.911433 33.412747, -111.911225 33.412746, -111.911224 33.412916, -111.911297 33.412916, -111.911297 33.412878, -111.911432 33.412879))",POINT (-111.9113223 33.4128202),311.1,3348.2
,1371,958941068,,yes,,,,"POLYGON ((-111.911 33.412737, -111.911 33.412856, -111.911132 33.412856, -111.911132 33.412829, -111.91118 33.412829, -111.91118 33.412737, -111.911 33.412737))",POINT (-111.9110857 33.4127935),207.4,2232.9
,1372,958941334,,yes,,,,"POLYGON ((-111.912556 33.412851, -111.91269 33.412851, -111.91269 33.412813, -111.912736 33.412813, -111.912736 33.412733, -111.912556 33.412733, -111.912556 33.412851))",POINT (-111.91264 33.4127884),200.9,2162.8
,1373,958941335,,yes,,,,"POLYGON ((-111.912956 33.412748, -111.912808 33.412748, -111.912808 33.412867, -111.912956 33.412867, -111.912956 33.412748))",POINT (-111.912882 33.4128075),181.5,1954.2
,1374,958941336,,yes,,,,"POLYGON ((-111.913029 33.412992, -111.913099 33.412993, -111.9131 33.412862, -111.913207 33.412863, -111.913209 33.412735, -111.913032 33.412734, -111.913029 33.412992))",POINT (-111.9131039 33.4128354),326.7,3516.5
,1375,958941337,,yes,,,,"POLYGON ((-111.913441 33.412869, -111.913441 33.41274, -111.913261 33.41274, -111.913261 33.412869, -111.913441 33.412869))",POINT (-111.913351 33.4128045),239.4,2576.4
,1376,958941338,,yes,,,,"POLYGON ((-111.913524 33.412742, -111.913524 33.412838, -111.913669 33.412838, -111.913669 33.412742, -111.913524 33.412742))",POINT (-111.9135965 33.41279),143.5,1544.5
,1377,958941339,,yes,,,,"POLYGON ((-111.913728 33.412746, -111.913728 33.412843, -111.913892 33.412843, -111.913892 33.412746, -111.913728 33.412746))",POINT (-111.91381 33.4127945),164.0,1765.1
,1378,958941340,,yes,,,,"POLYGON ((-111.914015 33.412737, -111.914015 33.412856, -111.914058 33.412856, -111.914058 33.412896, -111.914128 33.412896, -111.914128 33.412737, -111.914015 33.412737))",POINT (-111.9140752 33.4128102),167.5,1802.7
,1379,958941341,,yes,,,,"POLYGON ((-111.914116 33.413292, -111.914046 33.413292, -111.914046 33.413214, -111.914176 33.413214, -111.914176 33.413146, -111.914104 33.413146, -111.914104 33.413104, -111.913996 33.413104, -111.913996 33.413392, -111.914115 33.413392, -111.914116 33.413292))",POINT (-111.9140621 33.4132404),336.3,3620.1
,1380,958941342,,yes,,,,"POLYGON ((-111.913752 33.413391, -111.913911 33.413391, -111.913911 33.413288, -111.913752 33.413288, -111.913752 33.413391))",POINT (-111.9138315 33.4133395),168.8,1817.1
,1381,958941343,,yes,,,,"POLYGON ((-111.913636 33.413311, -111.913584 33.41331, -111.913585 33.413263, -111.913535 33.413262, -111.913534 33.413305, -111.913485 33.413304, -111.913483 33.413398, -111.913634 33.4134, -111.913636 33.413311))",POINT (-111.9135587 33.4133437),165.6,1783.0
,1382,958941344,,yes,,,,"POLYGON ((-111.913414 33.413281, -111.913269 33.413281, -111.913269 33.4134, -111.913414 33.4134, -111.913414 33.413281))",POINT (-111.9133415 33.4133405),177.9,1914.6
,1383,958941345,,yes,,,,"POLYGON ((-111.913068 33.413394, -111.913202 33.413394, -111.913202 33.413436, -111.91325 33.413436, -111.91325 33.413253, -111.913068 33.413253, -111.913068 33.413394))",POINT (-111.9131639 33.4133302),285.3,3071.1
,1384,958941346,,yes,,,,"POLYGON ((-111.912948 33.4134, -111.912948 33.413297, -111.912811 33.413297, -111.912811 33.4134, -111.912948 33.4134))",POINT (-111.9128795 33.4133485),145.5,1565.7
,1385,958941347,,yes,,,,"POLYGON ((-111.912665 33.413104, -111.912594 33.413105, -111.912596 33.413193, -111.912557 33.413193, -111.912559 33.413283, -111.912599 33.413282, -111.912602 33.4134, -111.912773 33.413397, -111.912768 33.413198, -111.912667 33.413199, -111.912665 33.413104))",POINT (-111.9126681 33.4132716),458.3,4932.6
,1386,958941348,,yes,,,,"POLYGON ((-111.912178 33.413259, -111.912178 33.413393, -111.912331 33.413393, -111.912331 33.413259, -111.912178 33.413259))",POINT (-111.9122545 33.413326),211.3,2274.8
,1387,958941349,,yes,,,,"POLYGON ((-111.911952 33.413295, -111.911952 33.413404, -111.912132 33.413404, -111.912132 33.413295, -111.911952 33.413295))",POINT (-111.912042 33.4133495),202.2,2177.0
,1388,958941350,,yes,,,,"POLYGON ((-111.912073 33.413272, -111.912135 33.413272, -111.912135 33.413127, -111.912073 33.413127, -111.912073 33.413272))",POINT (-111.912104 33.4131995),92.7,997.5
,1389,958941351,,yes,,,,"POLYGON ((-111.911687 33.413404, -111.911883 33.413404, -111.911883 33.413219, -111.911743 33.413219, -111.911743 33.413252, -111.911687 33.413252, -111.911687 33.413404))",POINT (-111.9117888 33.4133156),354.7,3818.2
,1390,958941352,,yes,,,,"POLYGON ((-111.91151 33.41329, -111.91151 33.413396, -111.911601 33.413396, -111.911601 33.41329, -111.91151 33.41329))",POINT (-111.9115555 33.413343),99.4,1070.3
,1391,958941353,,yes,,,,"POLYGON ((-111.91135 33.413105, -111.91135 33.413161, -111.911455 33.413161, -111.911454 33.413105, -111.91135 33.413105))",POINT (-111.9114023 33.413133),60.3,649.3
,1392,958941354,,yes,,,,"POLYGON ((-111.911269 33.413404, -111.911446 33.413404, -111.911446 33.413306, -111.911269 33.413306, -111.911269 33.413404))",POINT (-111.9113575 33.413355),178.8,1924.7
,1393,958941355,,yes,,,,"POLYGON ((-111.911185 33.413297, -111.911043 33.413297, -111.911043 33.413402, -111.911185 33.413402, -111.911185 33.413297))",POINT (-111.911114 33.4133495),153.7,1654.4
,1394,958941356,,yes,,,,"POLYGON ((-111.910805 33.413261, -111.910805 33.413407, -111.910941 33.413407, -111.910941 33.413449, -111.91099 33.413449, -111.91099 33.413261, -111.910805 33.413261))",POINT (-111.9109023 33.4133407),299.6,3225.3
,1395,958941357,,yes,,,,"POLYGON ((-111.911086 33.413093, -111.911086 33.413165, -111.911204 33.413165, -111.911204 33.413093, -111.911086 33.413093))",POINT (-111.911145 33.413129),87.6,942.7
,1396,958941358,,yes,,,,"POLYGON ((-111.910893 33.413087, -111.910764 33.413087, -111.910764 33.41316, -111.910893 33.41316, -111.910893 33.413087))",POINT (-111.9108285 33.4131235),97.1,1044.9
,1397,958941359,,yes,,,,"POLYGON ((-111.910976 33.412737, -111.910807 33.412737, -111.910807 33.412829, -111.910976 33.412829, -111.910976 33.412737))",POINT (-111.9108915 33.412783),160.3,1725.2
,1398,958941360,,yes,,,,"POLYGON ((-111.909996 33.413627, -111.910194 33.413628, -111.910196 33.413171, -111.909998 33.41317, -111.909996 33.413627))",POINT (-111.910096 33.413399),932.8,10040.2
,1399,958941361,,yes,,,,"POLYGON ((-111.911968 33.414111, -111.911962 33.414423, -111.911935 33.414422, -111.911934 33.414492, -111.912057 33.414493, -111.91206 33.414371, -111.912252 33.414374, -111.912254 33.414243, -111.912349 33.414245, -111.912352 33.414095, -111.912259 33.414093, -111.912257 33.414187, -111.912058 33.414184, -111.91206 33.414113, -111.911968 33.414111))",POINT (-111.9121164 33.4142755),910.1,9796.3
,1400,958941362,,yes,,,,"POLYGON ((-111.910869 33.4146, -111.910869 33.414625, -111.911062 33.414625, -111.911062 33.414495, -111.910818 33.414495, -111.910818 33.4146, -111.910869 33.4146))",POINT (-111.910944 33.4145578),313.8,3378.0
,1401,958941363,,yes,,,,"POLYGON ((-111.9098584 33.4137286, -111.9098565 33.4135679, -111.9093 33.4135628, -111.9093034 33.4137319, -111.9098584 33.4137286))",POINT (-111.9095772 33.4136478),944.6,10168.1
,1402,958941364,,yes,,,,"POLYGON ((-111.909861 33.4132308, -111.9098594 33.4130644, -111.9092996 33.4130635, -111.9092995 33.4132287, -111.909861 33.4132308))",POINT (-111.9095802 33.4131469),958.2,10314.0
,1403,958941365,,yes,,,,"POLYGON ((-111.90963 33.412849, -111.910056 33.412849, -111.910056 33.412764, -111.90963 33.412764, -111.90963 33.412849))",POINT (-111.909843 33.4128065),373.3,4017.8
,1404,958941366,,yes,,,,"POLYGON ((-111.909694 33.412652, -111.909662 33.412652, -111.909662 33.412713, -111.910059 33.412713, -111.910059 33.412612, -111.909694 33.412612, -111.909694 33.412652))",POINT (-111.9098665 33.4126635),400.1,4307.0
,1405,958941367,,yes,,,,"POLYGON ((-111.909957 33.412507, -111.909795 33.412507, -111.909795 33.41256, -111.910059 33.41256, -111.910059 33.412339, -111.910008 33.412339, -111.910008 33.412388, -111.909957 33.412388, -111.909957 33.412507))",POINT (-111.9099706 33.4124822),295.1,3176.6
,1406,958941368,,yes,,,,"POLYGON ((-111.909663 33.412462, -111.909765 33.412461, -111.909764 33.412347, -111.909894 33.412346, -111.909894 33.412295, -111.909995 33.412294, -111.909994 33.412236, -111.909662 33.412238, -111.909663 33.412462))",POINT (-111.9097833 33.4123189),441.8,4755.6
,1407,958941369,,yes,,,,"POLYGON ((-111.909697 33.412128, -111.909697 33.412189, -111.910059 33.412189, -111.910059 33.412128, -111.909697 33.412128))",POINT (-111.909878 33.4121585),227.6,2450.2
,1408,958941370,,yes,,,,"POLYGON ((-111.909696 33.412017, -111.909696 33.412077, -111.910056 33.412076, -111.910056 33.412016, -111.909696 33.412017))",POINT (-111.909876 33.4120465),222.7,2396.7
,1409,958941371,,yes,,,,"POLYGON ((-111.90963 33.411714, -111.90963 33.411333, -111.90953 33.411333, -111.90953 33.411714, -111.90963 33.411714))",POINT (-111.90958 33.4115235),392.8,4227.5
,1410,958941372,,yes,,,,"POLYGON ((-111.912172 33.413736, -111.912172 33.413852, -111.912218 33.413852, -111.912218 33.413895, -111.912347 33.413895, -111.912347 33.413693, -111.912215 33.413693, -111.912215 33.413736, -111.912172 33.413736))",POINT (-111.9122674 33.4137937),324.9,3497.7
,1411,958941373,,yes,,,,"POLYGON ((-111.912133 33.413708, -111.911986 33.413706, -111.911985 33.413781, -111.912039 33.413782, -111.912039 33.41382, -111.912132 33.413821, -111.912133 33.413708))",POINT (-111.9120655 33.4137584),150.5,1619.9
,1412,958941374,,yes,,,,"POLYGON ((-111.911797 33.413931, -111.911797 33.414009, -111.911899 33.414009, -111.911899 33.413931, -111.911797 33.413931))",POINT (-111.911848 33.41397),82.0,882.8
,1413,958941375,,yes,,,,"POLYGON ((-111.911888 33.413704, -111.91173 33.413704, -111.91173 33.413872, -111.911888 33.413872, -111.911888 33.413704))",POINT (-111.911809 33.413788),273.6,2945.2
,1414,958941376,,yes,,,,"POLYGON ((-111.911663 33.413906, -111.911585 33.413906, -111.911585 33.413982, -111.911663 33.413982, -111.911663 33.413906))",POINT (-111.911624 33.413944),61.1,657.7
,1415,958941377,,yes,,,,"POLYGON ((-111.911456 33.413693, -111.911456 33.413859, -111.911639 33.413859, -111.911639 33.413693, -111.911456 33.413693))",POINT (-111.9115475 33.413776),313.1,3370.6
,1416,958941378,,yes,,,,"POLYGON ((-111.911274 33.413799, -111.911389 33.413799, -111.911389 33.413704, -111.911274 33.413704, -111.911274 33.413799))",POINT (-111.9113315 33.4137515),112.6,1212.2
,1417,958941379,,yes,,,,"POLYGON ((-111.91118 33.413825, -111.91118 33.4137, -111.911006 33.4137, -111.911006 33.413825, -111.91118 33.413825))",POINT (-111.911093 33.4137625),224.2,2413.3
,1418,958941380,,yes,,,,"POLYGON ((-111.910805 33.413825, -111.910973 33.413825, -111.910973 33.413707, -111.910805 33.413707, -111.910805 33.413825))",POINT (-111.910889 33.413766),204.3,2199.6
,1419,958941381,,yes,,,,"POLYGON ((-111.910772 33.413881, -111.910772 33.413957, -111.910893 33.413957, -111.910893 33.413881, -111.910772 33.413881))",POINT (-111.9108325 33.413919),94.8,1020.4
,1420,958941382,,yes,,,,"POLYGON ((-111.912781 33.413841, -111.912781 33.413693, -111.912569 33.413693, -111.912569 33.413926, -111.91265 33.413926, -111.91265 33.41387, -111.912744 33.41387, -111.912744 33.413841, -111.912781 33.413841))",POINT (-111.9126655 33.4137925),422.5,4547.8
,1421,958941383,,yes,,,,"POLYGON ((-111.912974 33.413796, -111.913017 33.413796, -111.913017 33.4137, -111.91287 33.4137, -111.91287 33.413787, -111.912921 33.413787, -111.912921 33.41383, -111.912974 33.41383, -111.912974 33.413796))",POINT (-111.9129454 33.4137543),159.3,1714.8
,1422,958941384,,yes,,,,"POLYGON ((-111.913039 33.413839, -111.913149 33.413839, -111.913149 33.413792, -111.91321 33.413792, -111.91321 33.413698, -111.913039 33.413698, -111.913039 33.413839))",POINT (-111.9131171 33.4137622),219.0,2357.2
,1423,958941385,,yes,,,,"POLYGON ((-111.913444 33.413696, -111.913326 33.413696, -111.913326 33.413807, -111.913444 33.413807, -111.913444 33.413696))",POINT (-111.913385 33.4137515),135.0,1453.3
,1424,958941764,,yes,,,,"POLYGON ((-111.913983 33.413704, -111.913983 33.413846, -111.914096 33.413846, -111.914096 33.413704, -111.913983 33.413704))",POINT (-111.9140395 33.413775),165.4,1780.4
