name,poi_id,osm_way_id,osm_relation_id,building,amenity,leisure,way,geometry,centroid,area,area_ft2
,2361,983727186,,carport,,,,"POLYGON ((-111.9138147 33.4103772, -111.9135212 33.4103752, -111.9135208 33.4104232, -111.9138143 33.4104252, -111.9138147 33.4103772))",POINT (-111.9136678 33.4104002),145.2,1563.3
,2362,983727187,,carport,,,,"POLYGON ((-111.9136475 33.4104974, -111.913357 33.410499, -111.9133574 33.4105475, -111.9136479 33.4105459, -111.9136475 33.4104974))",POINT (-111.9135024 33.4105225),145.2,1563.4
,2363,983727188,,carport,,,,"POLYGON ((-111.9140499 33.4104961, -111.9137574 33.4104973, -111.9137576 33.4105453, -111.9140501 33.4105441, -111.9140499 33.4104961))",POINT (-111.9139037 33.4105207),144.7,1557.9
,2364,983727189,,carport,,,,"POLYGON ((-111.9141332 33.4105438, -111.9144252 33.4105422, -111.9144248 33.4104932, -111.9141328 33.4104948, -111.9141332 33.4105438))",POINT (-111.914279 33.4105185),147.5,1587.7
,2365,983727190,,carport,,,,"POLYGON ((-111.9137579 33.4106161, -111.9140529 33.4106169, -111.9140531 33.4105699, -111.9137581 33.4105691, -111.9137579 33.4106161))",POINT (-111.9139055 33.410593),142.9,1538.5
,2366,983727191,,carport,,,,"POLYGON ((-111.9141329 33.4106141, -111.9144279 33.4106149, -111.9144281 33.4105669, -111.9141331 33.4105661, -111.9141329 33.4106141))",POINT (-111.9142805 33.4105905),146.0,1571.2
,2367,983727192,,carport,,,,"POLYGON ((-111.9138968 33.4104232, -111.9141303 33.4104212, -111.9141297 33.4103762, -111.9138962 33.4103782, -111.9138968 33.4104232))",POINT (-111.9140133 33.4103997),108.3,1166.0
,2368,983727193,,carport,,,,"POLYGON ((-111.9148499 33.4104135, -111.9148492 33.4103665, -111.9145632 33.4103693, -111.9145638 33.4104163, -111.9148499 33.4104135))",POINT (-111.9147065 33.4103914),138.6,1492.0
,2369,983727194,,carport,,,,"POLYGON ((-111.9144808 33.4104179, -111.9144792 33.4103699, -111.9143022 33.4103741, -111.9143038 33.4104221, -111.9144808 33.4104179))",POINT (-111.9143915 33.410396),87.7,943.5
,2370,983727195,,carport,,,,"POLYGON ((-111.9145071 33.4105419, -111.9147966 33.4105395, -111.914796 33.41049, -111.9145065 33.4104924, -111.9145071 33.4105419))",POINT (-111.9146516 33.410516),147.7,1590.2
,2371,983727196,,carport,,,,"POLYGON ((-111.9148018 33.4106108, -111.9148012 33.4105618, -111.9145062 33.4105642, -111.9145068 33.4106132, -111.9148018 33.4106108))",POINT (-111.914654 33.4105875),149.0,1604.1
,2372,983727197,,carport,,,,"POLYGON ((-111.9151749 33.4106089, -111.9151741 33.4105599, -111.9148791 33.4105631, -111.9148799 33.4106121, -111.9151749 33.4106089))",POINT (-111.915027 33.410586),149.0,1604.2
,2373,983727198,,carport,,,,"POLYGON ((-111.9148799 33.4105401, -111.9151699 33.4105369, -111.9151691 33.4104879, -111.9148791 33.4104911, -111.9148799 33.4105401))",POINT (-111.9150245 33.410514),146.5,1577.0
,2374,983727199,,carport,,,,"POLYGON ((-111.9151097 33.4103692, -111.9149342 33.4103682, -111.9149338 33.4104162, -111.9151093 33.4104172, -111.9151097 33.4103692))",POINT (-111.9150217 33.4103927),86.8,934.8
,2375,983727200,,carport,,,,"POLYGON ((-111.9153758 33.4106469, -111.9153802 33.4104029, -111.9153212 33.4104021, -111.9153168 33.4106461, -111.9153758 33.4106469))",POINT (-111.9153485 33.4105245),148.4,1597.8
,2376,983727201,,carport,,,,"POLYGON ((-111.9156101 33.4106379, -111.9157191 33.4106361, -111.9157179 33.4105881, -111.9156089 33.4105899, -111.9156101 33.4106379))",POINT (-111.915664 33.410613),54.0,580.8
,2377,983727202,,carport,,,,"POLYGON ((-111.9154905 33.4100491, -111.9154294 33.4100488, -111.9154277 33.4102993, -111.9154887 33.4102996, -111.9154905 33.4100491))",POINT (-111.9154591 33.4101742),157.7,1697.0
,2378,983727203,,carport,,,,"POLYGON ((-111.9153168 33.4100879, -111.9153212 33.4103319, -111.9153802 33.4103311, -111.9153758 33.4100871, -111.9153168 33.4100879))",POINT (-111.9153485 33.4102095),148.4,1597.8
,2379,983727204,,carport,,,,"POLYGON ((-111.9153175 33.4100206, -111.9153763 33.4100205, -111.9153761 33.4097708, -111.9153174 33.4097709, -111.9153175 33.4100206))",POINT (-111.9153468 33.4098957),151.2,1627.8
,2380,983727205,,carport,,,,"POLYGON ((-111.9153175 33.4094604, -111.9153221 33.4097079, -111.9153776 33.4097072, -111.9153732 33.4094597, -111.9153175 33.4094604))",POINT (-111.9153476 33.4095837),141.9,1527.3
,2381,983727206,,carport,,,,"POLYGON ((-111.9153182 33.4091462, -111.9153204 33.4093927, -111.9153794 33.4093923, -111.9153772 33.4091458, -111.9153182 33.4091462))",POINT (-111.9153488 33.4092693),149.9,1613.9
,2382,983727207,,carport,,,,"POLYGON ((-111.9151408 33.4091612, -111.9148448 33.4091588, -111.9148442 33.4092068, -111.9151402 33.4092092, -111.9151408 33.4091612))",POINT (-111.9149925 33.409184),146.5,1576.7
,2383,983727208,,carport,,,,"POLYGON ((-111.9148442 33.4090879, -111.9151702 33.4090911, -111.9151708 33.4090441, -111.9148448 33.4090409, -111.9148442 33.4090879))",POINT (-111.9150075 33.409066),158.0,1700.4
,2384,983727209,,carport,,,,"POLYGON ((-111.9148464 33.4089634, -111.9148461 33.4090129, -111.9151681 33.4090141, -111.9151684 33.4089647, -111.9148464 33.4089634))",POINT (-111.9150072 33.4089888),164.1,1766.9
,2385,983727210,,carport,,,,"POLYGON ((-111.9151702 33.4088478, -111.9148752 33.4088462, -111.9148748 33.4088932, -111.9151698 33.4088948, -111.9151702 33.4088478))",POINT (-111.9150225 33.4088705),142.9,1538.6
,2386,983727643,,carport,,,,"POLYGON ((-111.9109412 33.4085878, -111.9107172 33.4085901, -111.9107178 33.4086332, -111.9109418 33.4086309, -111.9109412 33.4085878))",POINT (-111.9108295 33.4086105),99.5,1071.4
,2387,983727644,,carport,,,,"POLYGON ((-111.9105688 33.4085912, -111.9103998 33.4085908, -111.9103996 33.4086333, -111.9105686 33.4086337, -111.9105688 33.4085912))",POINT (-111.9104842 33.4086123),74.0,797.0
,2388,983727645,,carport,,,,"POLYGON ((-111.9104768 33.4087392, -111.9108123 33.4087413, -111.9108127 33.4086962, -111.9104772 33.4086942, -111.9104768 33.4087392))",POINT (-111.9106448 33.4087177),155.8,1677.2
,2389,983727646,,carport,,,,"POLYGON ((-111.9102488 33.4085292, -111.9102998 33.4085288, -111.9102986 33.4084323, -111.9102476 33.4084327, -111.9102488 33.4085292))",POINT (-111.9102737 33.4084807),50.7,546.2
,2390,983727647,,carport,,,,"POLYGON ((-111.9102736 33.4087393, -111.9103876 33.4087416, -111.9103888 33.4086971, -111.9102748 33.4086949, -111.9102736 33.4087393))",POINT (-111.9103312 33.4087182),52.3,562.6
,2391,983727648,,carport,,,,"POLYGON ((-111.9098452 33.4086368, -111.9100112 33.4086332, -111.9100098 33.4085882, -111.9098438 33.4085918, -111.9098452 33.4086368))",POINT (-111.9099275 33.4086125),77.1,829.4
,2392,983727649,,carport,,,,"POLYGON ((-111.9097479 33.4087421, -111.9099709 33.4087429, -111.9099711 33.4086989, -111.9097481 33.4086981, -111.9097479 33.4087421))",POINT (-111.9098595 33.4087205),101.2,1088.8
,2393,983727650,,carport,,,,"POLYGON ((-111.9100339 33.4087411, -111.9101459 33.4087415, -111.9101461 33.408699, -111.9100341 33.4086986, -111.9100339 33.4087411))",POINT (-111.91009 33.40872),49.1,528.2
,2394,983727651,,carport,,,,"POLYGON ((-111.9095742 33.4088272, -111.9095708 33.4090152, -111.9096248 33.4090158, -111.9096282 33.4088278, -111.9095742 33.4088272))",POINT (-111.9095995 33.4089215),104.7,1126.7
,2395,983727652,,carport,,,,"POLYGON ((-111.9095775 33.4093434, -111.9096285 33.4093426, -111.9096225 33.4090606, -111.9095715 33.4090614, -111.9095775 33.4093434))",POINT (-111.9096 33.409202),148.3,1596.4
,2396,983727653,,carport,,,,"POLYGON ((-111.90958 33.409619, -111.909631 33.409618, -111.909626 33.40943, -111.909575 33.409431, -111.90958 33.409619))",POINT (-111.909603 33.4095245),98.9,1064.5
,2397,983727654,,carport,,,,"POLYGON ((-111.9099022 33.4097699, -111.9096807 33.4097687, -111.9096803 33.4098137, -111.9099018 33.4098149, -111.9099022 33.4097699))",POINT (-111.9097912 33.4097918),102.8,1106.1
,2398,983727655,,carport,,,,"POLYGON ((-111.9098449 33.4096641, -111.9096759 33.4096619, -111.9096751 33.4097069, -111.9098441 33.4097091, -111.9098449 33.4096641))",POINT (-111.90976 33.4096855),78.4,844.1
,2399,983727656,,carport,,,,"POLYGON ((-111.9100189 33.4098141, -111.9101879 33.4098159, -111.9101885 33.4097734, -111.9100195 33.4097716, -111.9100189 33.4098141))",POINT (-111.9101037 33.4097937),74.1,797.1
,2400,983727657,,carport,,,,"POLYGON ((-111.9104492 33.4099252, -111.9104458 33.4101132, -111.9104968 33.4101138, -111.9105002 33.4099258, -111.9104492 33.4099252))",POINT (-111.910473 33.4100195),98.9,1064.1
,2401,983727658,,carport,,,,"POLYGON ((-111.9103198 33.4101142, -111.9103708 33.4101138, -111.9103692 33.4099258, -111.9103182 33.4099262, -111.9103198 33.4101142))",POINT (-111.9103445 33.41002),98.8,1064.0
,2402,983727659,,carport,,,,"POLYGON ((-111.910318 33.410421, -111.910366 33.410422, -111.910371 33.410237, -111.910323 33.410236, -111.910318 33.410421))",POINT (-111.9103445 33.410329),91.6,985.9
,2403,983727660,,carport,,,,"POLYGON ((-111.9104454 33.4102353, -111.9104467 33.4104703, -111.9104951 33.4104701, -111.9104939 33.4102351, -111.9104454 33.4102353))",POINT (-111.9104703 33.4103527),117.4,1263.4
,2404,983727661,,carport,,,,"POLYGON ((-111.9095352 33.4101732, -111.9095328 33.4103142, -111.9095848 33.4103148, -111.9095872 33.4101738, -111.9095352 33.4101732))",POINT (-111.90956 33.410244),75.6,813.7
,2405,983727662,,carport,,,,"POLYGON ((-111.9095772 33.4098521, -111.9095734 33.4100406, -111.9096264 33.4100414, -111.9096302 33.4098529, -111.9095772 33.4098521))",POINT (-111.9096018 33.4099467),103.0,1108.9
,2406,983727663,,carport,,,,"POLYGON ((-111.9095783 33.4104373, -111.9095756 33.4106723, -111.9096267 33.4106727, -111.9096294 33.4104377, -111.9095783 33.4104373))",POINT (-111.9096025 33.410555),123.8,1332.6
,2407,983727664,,carport,,,,"POLYGON ((-111.9099122 33.410759, -111.9096888 33.41076, -111.9096891 33.4108048, -111.9099125 33.4108037, -111.9099122 33.410759))",POINT (-111.9098006 33.4107819),103.1,1109.3
,2408,983727665,,carport,,,,"POLYGON ((-111.9102552 33.4107598, -111.9100887 33.4107588, -111.9100883 33.4108028, -111.9102548 33.4108038, -111.9102552 33.4107598))",POINT (-111.9101718 33.4107813),75.5,812.9
,2409,983727666,,carport,,,,"POLYGON ((-111.9103701 33.4105679, -111.9103211 33.4105671, -111.9103179 33.4107081, -111.9103669 33.4107089, -111.9103701 33.4105679))",POINT (-111.910344 33.410638),71.2,766.9
,2410,983727667,,carport,,,,"POLYGON ((-111.910445 33.410592, -111.910445 33.410689, -111.910496 33.410689, -111.910496 33.410592, -111.910445 33.410592))",POINT (-111.9104705 33.4106405),51.0,548.9
,2411,983727668,,carport,,,,"POLYGON ((-111.9107959 33.4107989, -111.9107951 33.4107559, -111.9105696 33.4107587, -111.9105704 33.4108017, -111.9107959 33.4107989))",POINT (-111.9106828 33.4107788),100.0,1076.2
,2412,983727669,,carport,,,,"POLYGON ((-111.9116358 33.4087901, -111.9118708 33.4087879, -111.9118702 33.4087409, -111.9116352 33.4087431, -111.9116358 33.4087901))",POINT (-111.911753 33.4087655),113.9,1225.7
,2413,983727670,,carport,,,,"POLYGON ((-111.9115699 33.4088229, -111.9115682 33.4089019, -111.9116257 33.4089027, -111.9116273 33.4088237, -111.9115699 33.4088229))",POINT (-111.9115978 33.4088628),46.8,503.8
,2414,983727671,,carport,,,,"POLYGON ((-111.9115652 33.4093032, -111.9115664 33.4094487, -111.9116254 33.4094483, -111.9116242 33.4093028, -111.9115652 33.4093032))",POINT (-111.9115953 33.4093758),88.5,952.6
,2415,983727672,,carport,,,,"POLYGON ((-111.9112208 33.4092532, -111.9111698 33.4092538, -111.9111732 33.4094408, -111.9112242 33.4094402, -111.9112208 33.4092532))",POINT (-111.911197 33.409347),98.3,1058.5
,2416,983727673,,carport,,,,"POLYGON ((-111.9115617 33.4098402, -111.9116227 33.4098408, -111.9116257 33.4095943, -111.9115647 33.4095937, -111.9115617 33.4098402))",POINT (-111.9115937 33.4097172),155.0,1668.7
,2417,983727674,,carport,,,,"POLYGON ((-111.9114837 33.4096433, -111.9114277 33.4096427, -111.9114243 33.4098887, -111.9114803 33.4098893, -111.9114837 33.4096433))",POINT (-111.911454 33.409766),142.0,1528.8
,2418,983727675,,carport,,,,"POLYGON ((-111.911219 33.40988, -111.9111695 33.4098796, -111.9111675 33.4100656, -111.911217 33.410066, -111.911219 33.40988))",POINT (-111.9111932 33.4099728),94.9,1021.7
,2419,983727676,,carport,,,,"POLYGON ((-111.9110998 33.4097711, -111.9108758 33.4097689, -111.9108752 33.4098139, -111.9110992 33.4098161, -111.9110998 33.4097711))",POINT (-111.9109875 33.4097925),103.9,1118.6
,2420,983727677,,carport,,,,"POLYGON ((-111.9106286 33.4098143, -111.9107946 33.4098147, -111.9107948 33.4097722, -111.9106288 33.4097718, -111.9106286 33.4098143))",POINT (-111.9107117 33.4097932),72.7,782.8
,2421,983727678,,carport,,,,"POLYGON ((-111.9106277 33.4097093, -111.9107947 33.4097067, -111.9107937 33.4096632, -111.9106267 33.4096658, -111.9106277 33.4097093))",POINT (-111.9107107 33.4096863),74.9,806.4
,2422,983727679,,carport,,,,"POLYGON ((-111.9108842 33.4097069, -111.9111072 33.4097112, -111.9111084 33.4096667, -111.9108854 33.4096624, -111.9108842 33.4097069))",POINT (-111.9109963 33.4096868),102.4,1101.7
,2423,983727680,,carport,,,,"POLYGON ((-111.9111941 33.410146, -111.9112713 33.4103225, -111.9113184 33.4103081, -111.9112412 33.4101317, -111.9111941 33.410146))",POINT (-111.9112563 33.4102271),97.1,1045.1
,2424,983727681,,carport,,,,"POLYGON ((-111.911193 33.410798, -111.911303 33.410798, -111.911303 33.410756, -111.911193 33.410756, -111.911193 33.410798))",POINT (-111.911248 33.410777),47.6,512.6
,2425,983727682,,carport,,,,"POLYGON ((-111.9110835 33.4107994, -111.911084 33.410758, -111.9109176 33.4107565, -111.910917 33.410798, -111.9110835 33.4107994))",POINT (-111.9110005 33.410778),71.1,765.6
,2426,983727683,,carport,,,,"POLYGON ((-111.911429 33.410664, -111.911429 33.410574, -111.911376 33.410574, -111.911376 33.410664, -111.911429 33.410664))",POINT (-111.9114025 33.410619),49.2,529.3
,2427,983727684,,carport,,,,"POLYGON ((-111.9122809 33.4084161, -111.912284 33.408612, -111.9123449 33.4086113, -111.9123417 33.4084154, -111.9122809 33.4084161))",POINT (-111.9123129 33.4085137),122.9,1323.0
,2428,983727685,,carport,,,,"POLYGON ((-111.912283 33.408369, -111.912341 33.40837, -111.912345 33.40822, -111.912287 33.408219, -111.912283 33.408369))",POINT (-111.912314 33.4082945),89.7,965.8
,2429,983727686,,carport,,,,"POLYGON ((-111.9125703 33.4077338, -111.9123933 33.4077322, -111.9123927 33.4077812, -111.9125697 33.4077828, -111.9125703 33.4077338))",POINT (-111.9124815 33.4077575),89.4,962.5
,2430,983727687,,carport,,,,"POLYGON ((-111.9126286 33.4077317, -111.9126284 33.4077807, -111.9129249 33.4077819, -111.9129251 33.4077329, -111.9126286 33.4077317))",POINT (-111.9127768 33.4077568),149.8,1612.2
,2431,983727690,,carport,,,,"POLYGON ((-111.9152317 33.4085444, -111.9151752 33.4085445, -111.9151761 33.408788, -111.9152326 33.4087878, -111.9152317 33.4085444))",POINT (-111.9152039 33.4086662),141.8,1526.3
,2432,983727691,,carport,,,,"POLYGON ((-111.9153198 33.4090772, -111.9153788 33.4090768, -111.9153766 33.4088303, -111.9153176 33.4088307, -111.9153198 33.4090772))",POINT (-111.9153482 33.4089537),149.9,1613.9
,2433,983727692,,carport,,,,"POLYGON ((-111.915579 33.409556, -111.915579 33.409753, -111.915638 33.409753, -111.915638 33.409556, -111.915579 33.409556))",POINT (-111.9156085 33.4096545),119.8,1289.7
,2434,983728276,,carport,,,,"POLYGON ((-111.915619 33.409467, -111.915618 33.409516, -111.915851 33.409519, -111.915852 33.40947, -111.915619 33.409467))",POINT (-111.915735 33.409493),117.7,1267.2
,2435,983728277,,carport,,,,"POLYGON ((-111.9158873 33.4094693, -111.9158866 33.4095163, -111.9160581 33.4095181, -111.9160589 33.4094711, -111.9158873 33.4094693))",POINT (-111.9159727 33.4094937),83.1,894.8
,2436,983728278,,carport,,,,"POLYGON ((-111.9161314 33.4092396, -111.9160754 33.4092404, -111.9160792 33.4094379, -111.9161352 33.4094371, -111.9161314 33.4092396))",POINT (-111.9161053 33.4093387),114.0,1227.6
,2437,983728279,,carport,,,,"POLYGON ((-111.915586 33.409344, -111.915585 33.409392, -111.91597 33.409398, -111.915971 33.40935, -111.915586 33.409344))",POINT (-111.915778 33.409371),190.6,2051.2
,2438,983728280,,carport,,,,"POLYGON ((-111.9155873 33.4092802, -111.9155876 33.4093286, -111.9159715 33.4093264, -111.9159711 33.4092781, -111.9155873 33.4092802))",POINT (-111.9157793 33.4093033),191.3,2059.4
,2439,983728281,,carport,,,,"POLYGON ((-111.9160219 33.4101437, -111.9160221 33.4100969, -111.9157911 33.4100959, -111.9157908 33.4101427, -111.9160219 33.4101437))",POINT (-111.9159065 33.4101198),111.5,1199.9
,2440,983728282,,carport,,,,"POLYGON ((-111.9161749 33.409976, -111.9159399 33.409973, -111.9159391 33.41002, -111.9161741 33.410023, -111.9161749 33.409976))",POINT (-111.916057 33.409998),113.9,1225.8
,2441,983728283,,carport,,,,"POLYGON ((-111.9164787 33.410012, -111.916442 33.4099753, -111.9163522 33.410038, -111.9163889 33.4100747, -111.9164787 33.410012))",POINT (-111.9164155 33.410025),57.7,621.0
,2442,983728284,,carport,,,,"POLYGON ((-111.9168686 33.410141, -111.916796 33.4100681, -111.9167544 33.410097, -111.916827 33.4101699, -111.9168686 33.410141))",POINT (-111.9168115 33.410119),52.9,569.3
,2443,983728285,,carport,,,,"POLYGON ((-111.9169691 33.4087033, -111.9169633 33.4089007, -111.9170146 33.4089017, -111.9170203 33.4087043, -111.9169691 33.4087033))",POINT (-111.9169918 33.4088025),104.4,1123.2
,2444,983728286,,carport,,,,"POLYGON ((-111.9161527 33.4085903, -111.9163886 33.4085907, -111.9163888 33.4085392, -111.9161528 33.4085388, -111.9161527 33.4085903))",POINT (-111.9162707 33.4085647),125.3,1348.4
,2445,983728288,,carport,,,,"POLYGON ((-111.9173235 33.4086656, -111.9173249 33.4087131, -111.9174349 33.4087109, -111.9174335 33.4086634, -111.9173235 33.4086656))",POINT (-111.9173792 33.4086882),53.9,580.1
,2446,983728289,,carport,,,,"POLYGON ((-111.918368 33.409128, -111.918132 33.409125, -111.918131 33.409175, -111.918367 33.409178, -111.918368 33.409128))",POINT (-111.9182495 33.4091515),121.7,1309.7
,2447,983728290,,carport,,,,"POLYGON ((-111.9188462 33.4089988, -111.9190672 33.4089972, -111.9190668 33.4089542, -111.9188458 33.4089558, -111.9188462 33.4089988))",POINT (-111.9189565 33.4089765),98.0,1054.5
,2448,983728291,,carport,,,,"POLYGON ((-111.9190361 33.408687, -111.918995 33.4086533, -111.9188338 33.4087904, -111.918875 33.4088241, -111.9190361 33.408687))",POINT (-111.918935 33.4087387),114.1,1228.6
,2449,983728292,,carport,,,,"POLYGON ((-111.9196989 33.4088403, -111.9197516 33.4088408, -111.9197548 33.4086439, -111.9197021 33.4086434, -111.9196989 33.4088403))",POINT (-111.9197269 33.4087421),107.0,1151.6
,2450,983728293,,carport,,,,"POLYGON ((-111.9197021 33.4084221, -111.9196979 33.4086191, -111.9197539 33.4086199, -111.9197581 33.4084229, -111.9197021 33.4084221))",POINT (-111.919728 33.408521),113.8,1224.5
,2451,983728294,,carport,,,,"POLYGON ((-111.9195898 33.4084121, -111.9193618 33.4084099, -111.9193612 33.4084569, -111.9195892 33.4084591, -111.9195898 33.4084121))",POINT (-111.9194755 33.4084345),110.5,1189.2
,2452,983728295,,carport,,,,"POLYGON ((-111.9202036 33.4084093, -111.9200036 33.4084087, -111.9200034 33.4084557, -111.9202034 33.4084563, -111.9202036 33.4084093))",POINT (-111.9201035 33.4084325),96.9,1043.1
,2453,983728296,,carport,,,,"POLYGON ((-111.9204682 33.4084108, -111.9202322 33.4084092, -111.9202318 33.4084572, -111.9204678 33.4084588, -111.9204682 33.4084108))",POINT (-111.92035 33.408434),116.8,1257.1
,2454,983728297,,carport,,,,"POLYGON ((-111.920498 33.408412, -111.920498 33.408456, -111.920613 33.408456, -111.920613 33.408412, -111.920498 33.408412))",POINT (-111.9205555 33.408434),52.2,561.5
,2455,983728298,,carport,,,,"POLYGON ((-111.9208695 33.4086944, -111.920809 33.408694, -111.920807 33.408891, -111.9208675 33.4088914, -111.9208695 33.4086944))",POINT (-111.9208382 33.4087927),122.9,1322.6
,2456,983728299,,carport,,,,"POLYGON ((-111.9210081 33.408817, -111.9210069 33.408862, -111.9212349 33.408866, -111.9212361 33.408821, -111.9210081 33.408817))",POINT (-111.9211215 33.4088415),105.8,1139.0
,2457,983728300,,carport,,,,"POLYGON ((-111.9215649 33.4088161, -111.9213474 33.4088185, -111.9213481 33.408864, -111.9215656 33.4088616, -111.9215649 33.4088161))",POINT (-111.9214565 33.4088401),102.0,1098.3
,2458,983728301,,carport,,,,"POLYGON ((-111.9222726 33.4088143, -111.9220396 33.4088187, -111.9220408 33.4088642, -111.9222738 33.4088599, -111.9222726 33.4088143))",POINT (-111.9221567 33.4088393),109.5,1178.2
,2459,983728302,,carport,,,,"POLYGON ((-111.9222367 33.4088768, -111.9222347 33.4090713, -111.9222937 33.4090717, -111.9222957 33.4088772, -111.9222367 33.4088768))",POINT (-111.9222652 33.4089742),118.3,1273.4
,2460,983728303,,carport,,,,"POLYGON ((-111.9222757 33.4092863, -111.9221027 33.4092817, -111.9221008 33.4093312, -111.9222738 33.4093358, -111.9222757 33.4092863))",POINT (-111.9221883 33.4093088),88.4,951.2
,2461,983728304,,carport,,,,"POLYGON ((-111.921469 33.409293, -111.9212372 33.409291, -111.9212366 33.4093415, -111.9214684 33.4093434, -111.921469 33.409293))",POINT (-111.9213528 33.4093172),120.6,1297.7
,2462,983728305,,carport,,,,"POLYGON ((-111.9218504 33.4092927, -111.9216205 33.4092915, -111.9216202 33.409338, -111.9218501 33.4093392, -111.9218504 33.4092927))",POINT (-111.9217353 33.4093153),110.2,1186.3
,2463,983728306,,carport,,,,"POLYGON ((-111.9215592 33.4094088, -111.9213262 33.4094072, -111.9213258 33.4094552, -111.9215588 33.4094568, -111.9215592 33.4094088))",POINT (-111.9214425 33.409432),115.3,1241.1
,2464,983728307,,carport,,,,"POLYGON ((-111.9212971 33.4094089, -111.9210586 33.4094066, -111.9210579 33.4094561, -111.9212964 33.4094585, -111.9212971 33.4094089))",POINT (-111.9211775 33.4094325),121.8,1311.5
,2465,983728308,,carport,,,,"POLYGON ((-111.9219142 33.4094069, -111.9216822 33.4094091, -111.9216828 33.4094581, -111.9219148 33.4094559, -111.9219142 33.4094069))",POINT (-111.9217985 33.4094325),117.2,1261.6
,2466,983728309,,carport,,,,"POLYGON ((-111.9219714 33.409455, -111.922261 33.409459, -111.922262 33.409411, -111.9219724 33.409407, -111.9219714 33.409455))",POINT (-111.9221167 33.409433),143.3,1542.9
,2467,983728310,,carport,,,,"POLYGON ((-111.9222361 33.4094681, -111.9222369 33.4096671, -111.9222959 33.4096669, -111.9222951 33.4094679, -111.9222361 33.4094681))",POINT (-111.922266 33.4095675),121.0,1302.8
,2468,983728311,,carport,,,,"POLYGON ((-111.9223861 33.4099919, -111.9224451 33.4099911, -111.9224415 33.4097926, -111.9223825 33.4097934, -111.9223861 33.4099919))",POINT (-111.9224138 33.4098923),120.8,1299.8
,2469,983728312,,carport,,,,"POLYGON ((-111.9227321 33.4094701, -111.9227319 33.4095241, -111.9233789 33.4095259, -111.9233791 33.4094719, -111.9227321 33.4094701))",POINT (-111.9230555 33.409498),360.2,3876.8
,2470,983728313,,carport,,,,"POLYGON ((-111.9226735 33.4086654, -111.9225555 33.4086646, -111.9225549 33.4087181, -111.9226729 33.4087189, -111.9226735 33.4086654))",POINT (-111.9226142 33.4086917),65.1,700.6
,2471,983728314,,yes,shelter,,,"POLYGON ((-111.922904 33.409058, -111.9229685 33.4090594, -111.9229711 33.4089799, -111.9229066 33.4089785, -111.922904 33.409058))",POINT (-111.9229375 33.4090189),52.9,569.4
,2472,983728315,,carport,,,,"POLYGON ((-111.9237188 33.4093429, -111.9237196 33.4093963, -111.9243656 33.4093897, -111.9243648 33.4093361, -111.9237188 33.4093429))",POINT (-111.9240424 33.4093662),356.3,3835.5
,2473,983728316,,carport,,,,"POLYGON ((-111.9219238 33.4108189, -111.9219232 33.4107699, -111.9216872 33.4107721, -111.9216878 33.4108211, -111.9219238 33.4108189))",POINT (-111.9218055 33.4107955),119.2,1283.3
,2474,983728317,,carport,,,,"POLYGON ((-111.9215776 33.4107045, -111.9218106 33.4106995, -111.9218091 33.4106511, -111.9215761 33.410656, -111.9215776 33.4107045))",POINT (-111.9216933 33.4106778),116.4,1253.4
,2475,983728318,,carport,,,,"POLYGON ((-111.9209128 33.4104978, -111.9209092 33.4106428, -111.9209668 33.4106438, -111.9209703 33.4104988, -111.9209128 33.4104978))",POINT (-111.9209398 33.4105708),86.1,926.3
,2476,983728319,,carport,,,,"POLYGON ((-111.9208238 33.4104472, -111.9207648 33.4104468, -111.9207626 33.4106933, -111.9208216 33.4106937, -111.9208238 33.4104472))",POINT (-111.9207932 33.4105703),149.9,1613.8
,2477,983728320,,carport,,,,"POLYGON ((-111.9209047 33.4103202, -111.9209612 33.4103192, -111.9209558 33.4101232, -111.9208993 33.4101242, -111.9209047 33.4103202))",POINT (-111.9209303 33.4102217),114.2,1229.4
,2478,983728321,,carport,,,,"POLYGON ((-111.9202681 33.4102049, -111.9202101 33.4102061, -111.9202159 33.4104011, -111.9202739 33.4103999, -111.9202681 33.4102049))",POINT (-111.920242 33.410303),116.7,1255.7
,2479,983728322,,carport,,,,"POLYGON ((-111.9188004 33.4101333, -111.9189738 33.4101299, -111.9189725 33.4100845, -111.9187991 33.410088, -111.9188004 33.4101333))",POINT (-111.9188865 33.4101089),81.1,873.1
,2480,983728323,,carport,,,,"POLYGON ((-111.9185075 33.4100886, -111.9185089 33.4101381, -111.9187394 33.4101335, -111.918738 33.410084, -111.9185075 33.4100886))",POINT (-111.9186235 33.410111),117.7,1266.7
,2481,983728324,,carport,,,,"POLYGON ((-111.917932 33.41029, -111.91788 33.410289, -111.917876 33.41043, -111.917928 33.410431, -111.917932 33.41029))",POINT (-111.917904 33.41036),75.6,814.0
,2482,983728325,,carport,,,,"POLYGON ((-111.9176101 33.4103429, -111.9176731 33.4103441, -111.9176769 33.4101961, -111.9176139 33.4101949, -111.9176101 33.4103429))",POINT (-111.9176435 33.4102695),96.2,1035.1
,2483,983728326,,carport,,,,"POLYGON ((-111.9178721 33.4106809, -111.9179311 33.4106821, -111.9179365 33.4104856, -111.9178775 33.4104844, -111.9178721 33.4106809))",POINT (-111.9179043 33.4105833),119.6,1287.1
